name,id,item,value
Com4,7443,DRAIMSIPrefix,24209
Airtel Networks Kenya,12621,DRACustomerRealmName,epc.mnc003.mcc639.3gppnetwork.org
Airtel Networks Kenya,12621,DRAIMSIPrefix,63903
Airtel Networks Kenya,12621,DRAIMSIPrefix,63905
Enitel,7353,DRACustomerRealmName,epc.mnc021.mcc710.3gppnetwork.org
Enitel,7353,DRAIMSIPrefix,71021
Cell C,12749,DRACustomerRealmName,epc.mnc007.mcc655.3gppnetwork.org
Cell C,12749,DRAIMSIPrefix,65507
Digicel FWI,12652,DRACustomerRealmName,epc.mnc020.mcc340.3gppnetwork.org
Digicel FWI,12652,DRAIMSIPrefix,34020
Belize Telecom,7403,DRACustomerRealmName,epc.mnc067.mcc702.3gppnetwork.org
Belize Telecom,7403,DRAIMSIPrefix,70267
Tigo Guatemala,12534,DRACustomerRealmName,epc.mnc002.mcc704.3gppnetwork.org
Tigo Guatemala,12534,DRAIMSIPrefix,70402
Beeline(Unitel) Uzbekistan,7439,DRACustomerRealmName,epc.mnc004.mcc434.3gppnetwork.org
Beeline(Unitel) Uzbekistan,7439,DRAIMSIPrefix,43404
MOLDTELECOM Moldova,7419,DRACustomerRealmName,epc.mnc005.mcc259.3gppnetwork.org
MOLDTELECOM Moldova,7419,DRAIMSIPrefix,25905
Telecom Vanuatu,12636,DRACustomerRealmName,epc.mnc001.mcc541.3gppnetwork.org
Telecom Vanuatu,12636,DRAIMSIPrefix,54101
Banglalink,12607,DRACustomerRealmName,epc.mnc003.mcc470.3gppnetwork.org
Banglalink,12607,DRAIMSIPrefix,47003
Claro Honduras,7273,DRACustomerRealmName,epc.mnc001.mcc708.3gppnetwork.org
Claro Honduras,7273,DRAIMSIPrefix,708001
Kcell,7415,DRACustomerRealmName,epc.mnc002.mcc401.3gppnetwork.org
Kcell,7415,DRAIMSIPrefix,40102
K-Mobile-GSM Mobile network Kazakhstan,7384,DRACustomerRealmName,epc.mnc001.mcc401.3gppnetwork.org
K-Mobile-GSM Mobile network Kazakhstan,7384,DRAIMSIPrefix,40101
Mobile Telecom Service Kazakhstan,7444,DRACustomerRealmName,epc.mnc077.mcc401.3gppnetwork.org
Mobile Telecom Service Kazakhstan,7444,DRAIMSIPrefix,40177
Altel-Mobile network Kazakhstan,6311,DRACustomerRealmName,epc.mnc007.mcc401.3gppnetwork.org
Altel-Mobile network Kazakhstan,6311,DRAIMSIPrefix,40107
K-Telecom,6975,DRACustomerRealmName,epc.mnc005.mcc283.3gppnetwork.org
K-Telecom,6975,DRAIMSIPrefix,28305
Cmpak Pakistan,12527,DRACustomerRealmName,epc.mnc004.mcc410.3gppnetwork.org
Cmpak Pakistan,12527,DRAIMSIPrefix,41004
Claro Peru,6811,DRACustomerRealmName,epc.mnc010.mcc716.3gppnetwork.org
Claro Peru,6811,DRAIMSIPrefix,71610
Airtel Chad,12626,DRACustomerRealmName,epc.mnc001.mcc622.3gppnetwork.org
Airtel Chad,12626,DRAIMSIPrefix,62201
Celtel Gabon,12731,DRACustomerRealmName,epc.mnc003.mcc628.3gppnetwork.org
Celtel Gabon,12731,DRAIMSIPrefix,62803
Libertis Telecom,7491,DRACustomerRealmName,epc.mnc001.mcc628.3gppnetwork.org
Libertis Telecom,7491,DRAIMSIPrefix,62801
Telecel Gabon,12732,DRACustomerRealmName,epc.mnc002.mcc628.3gppnetwork.org
Telecel Gabon,12732,DRAIMSIPrefix,62802
MTN Bissau,12657,DRACustomerRealmName,epc.mnc002.mcc632.3gppnetwork.org
MTN Bissau,12657,DRAIMSIPrefix,63202
MTN Sudan,12757,DRACustomerRealmName,epc.mnc002.mcc634.3gppnetwork.org
MTN Sudan,12757,DRAIMSIPrefix,63402
MTS Russia,6125,DRACustomerRealmName,epc.mnc001.mcc250.3gppnetwork.org
MTS Russia,6125,DRAIMSIPrefix,25001
AMC,7029,DRACustomerRealmName,epc.mnc001.mcc276.3gppnetwork.org
AMC,7029,DRAIMSIPrefix,27601
Sky Mobile,7442,DRACustomerRealmName,epc.mnc001.mcc437.3gppnetwork.org
Sky Mobile,7442,DRAIMSIPrefix,43701
Orange Botswana,7394,DRACustomerRealmName,epc.mnc002.mcc652.3gppnetwork.org
Orange Botswana,7394,DRAIMSIPrefix,65202
MTN Iran,7296,DRACustomerRealmName,epc.mnc035.mcc432.3gppnetwork.org
MTN Iran,7296,DRAIMSIPrefix,43235
MTS Uzbekistan,12487,DRACustomerRealmName,epc.mnc007.mcc434.3gppnetwork.org
MTS Uzbekistan,12487,DRAIMSIPrefix,43407
Nova,7262,DRACustomerRealmName,epc.mnc011.mcc274.3gppnetwork.org
Nova,7262,DRAIMSIPrefix,27411
VIP Serbia,7039,DRACustomerRealmName,epc.mnc005.mcc220.3gppnetwork.org
VIP Serbia,7039,DRAIMSIPrefix,22005
MTN Cameroon,7490,DRACustomerRealmName,epc.mnc001.mcc624.3gppnetwork.org
MTN Cameroon,7490,DRAIMSIPrefix,62401
Asia Pacific Telecom,6829,DRACustomerRealmName,epc.mnc005.mcc466.3gppnetwork.org
Asia Pacific Telecom,6829,DRAIMSIPrefix,46605
INSTITUTO COSTARRICENSE DE ELECTRICIDAD,7352,DRACustomerRealmName,epc.mnc001.mcc712.3gppnetwork.org
INSTITUTO COSTARRICENSE DE ELECTRICIDAD,7352,DRAIMSIPrefix,71201
Nextel Mexico,6982,DRACustomerRealmName,epc.mnc090.mcc334.3gppnetwork.org
Nextel Mexico,6982,DRAIMSIPrefix,334090
U Mobile,7019,CustomerNodeRealm,mnc018.mcc502.3gppnetwork.org
U Mobile,7019,DRACustomerRealmName,epc.mnc018.mcc502.3gppnetwork.org
U Mobile,7019,DRAIMSIPrefix,50218
Telefonica Colombia (Movistar),6621,DRACustomerRealmName,epc.mnc123.mcc732.3gppnetwork.org
Telefonica Colombia (Movistar),6621,DRAIMSIPrefix,732123
Mtel Montenegro,7316,DRACustomerRealmName,epc.mnc003.mcc297.3gppnetwork.org
Mtel Montenegro,7316,DRAIMSIPrefix,29703
Telma Mobile,7389,DRACustomerRealmName,epc.mnc004.mcc646.3gppnetwork.org
Telma Mobile,7389,DRAIMSIPrefix,64604
Telefonica Moviles Ecuador,7050,DRACustomerRealmName,epc.mnc000.mcc740.3gppnetwork.org
Telefonica Moviles Ecuador,7050,DRAIMSIPrefix,74000
Telefonica Moviles Guatemala,7066,DRACustomerRealmName,epc.mnc003.mcc704.3gppnetwork.org
Telefonica Moviles Guatemala,7066,DRAIMSIPrefix,70403
Telefonica Moviles EL Salvador,7399,DRACustomerRealmName,epc.mnc004.mcc706.3gppnetwork.org
Telefonica Moviles EL Salvador,7399,DRAIMSIPrefix,70604
Telefonica Moviles Peru,7011,DRACustomerRealmName,epc.mnc006.mcc716.3gppnetwork.org
Telefonica Moviles Peru,7011,DRAIMSIPrefix,71606
Albtelecom,7087,CustomerNodeRealm,albtelecom.com
Albtelecom,7087,DRACustomerRealmName,epc.mnc003.mcc276.3gppnetwork.org
Albtelecom,7087,DRAIMSIPrefix,27603
IT&E,7032,DRACustomerRealmName,epc.mnc110.mcc310.3gppnetwork.org
IT&E,7032,DRAIMSIPrefix,310110
Zain Saudi Arabia,6618,CustomerNodeRealm,dra.mnc004.mcc420.3gppnetwork.org
Zain Saudi Arabia,6618,DRACustomerRealmName,epc.mnc004.mcc420.3gppnetwork.org
Zain Saudi Arabia,6618,DRAIMSIPrefix,42004
Claro Chile,6979,DRACustomerRealmName,epc.mnc003.mcc730.3gppnetwork.org
Claro Chile,6979,DRAIMSIPrefix,73003
Warid Uganda,7461,DRACustomerRealmName,epc.mnc022.mcc641.3gppnetwork.org
Warid Uganda,7461,DRACustomerRealmName,epc.mnc001.mcc641.3gppnetwork.org
Warid Uganda,7461,DRAIMSIPrefix,64122
Warid Uganda,7461,DRAIMSIPrefix,64101
CTE Telecom Personal,12650,DRACustomerRealmName,epc.mnc001.mcc706.3gppnetwork.org
CTE Telecom Personal,12650,DRAIMSIPrefix,70601
Tigo(Telemovil) El Salvador,12500,CustomerNodeRealm,tigo.com.sv
Tigo(Telemovil) El Salvador,12500,DRACustomerRealmName,epc.mnc003.mcc706.3gppnetwork.org
Tigo(Telemovil) El Salvador,12500,DRAIMSIPrefix,70603
CTI,7099,DRACustomerRealmName,epc.mnc010.mcc748.3gppnetwork.org
CTI,7099,DRAIMSIPrefix,74810
Digicel Aruba,12555,DRACustomerRealmName,epc.mnc002.mcc363.3gppnetwork.org
Digicel Aruba,12555,DRAIMSIPrefix,36302
BTC Bahamas,6895,DRACustomerRealmName,epc.mnc039.mcc364.3gppnetwork.org
BTC Bahamas,6895,DRAIMSIPrefix,36439
Claro Paraguay,7413,DRACustomerRealmName,epc.mnc002.mcc744.3gppnetwork.org
Claro Paraguay,7413,DRAIMSIPrefix,74402
T-Mobile Macedon,12497,DRACustomerRealmName,epc.mnc001.mcc294.3gppnetwork.org
T-Mobile Macedon,12497,DRAIMSIPrefix,29401
Two Degrees Mobile Limited,12656,DRACustomerRealmName,epc.mnc024.mcc530.3gppnetwork.org
Two Degrees Mobile Limited,12656,DRAIMSIPrefix,53024
China Telecom,6748,DRACustomerRealmName,epc.mnc011.mcc460.3gppnetwork.org
China Telecom,6748,DRAIMSIPrefix,46011
Smartfren Telecom Indonesia,7037,DRACustomerRealmName,epc.mnc009.mcc510.3gppnetwork.org
Smartfren Telecom Indonesia,7037,DRAIMSIPrefix,51009
Smartfren Telecom Indonesia,7037,DRAIMSIPrefix,51028
MTS Turkmenistan,7401,DRACustomerRealmName,epc.mnc001.mcc438.3gppnetwork.org
MTS Turkmenistan,7401,DRAIMSIPrefix,43801
Telefonica Moviles UY,7042,DRACustomerRealmName,epc.mnc007.mcc748.3gppnetwork.org
Telefonica Moviles UY,7042,DRAIMSIPrefix,74807
Claro Puerto Rico,7319,DRACustomerRealmName,epc.mnc110.mcc330.3gppnetwork.org
Claro Puerto Rico,7319,DRAIMSIPrefix,330110
VIP Operator,6961,DRACustomerRealmName,epc.mnc003.mcc294.3gppnetwork.org
VIP Operator,6961,DRAIMSIPrefix,29403
MTN Ivory Coast,7450,DRACustomerRealmName,epc.mnc005.mcc612.3gppnetwork.org
MTN Ivory Coast,7450,DRAIMSIPrefix,61205
Alfa Telecom,7503,DRACustomerRealmName,epc.mnc005.mcc437.3gppnetwork.org
Alfa Telecom,7503,DRAIMSIPrefix,43705
Spice Nepal Private Limited,7436,DRACustomerRealmName,epc.mnc002.mcc429.3gppnetwork.org
Spice Nepal Private Limited,7436,DRAIMSIPrefix,42902
Smart Axiata,6810,DRACustomerRealmName,epc.mnc006.mcc456.3gppnetwork.org
Smart Axiata,6810,DRACustomerRealmName,epc.mnc002.mcc456.3gppnetwork.org
Smart Axiata,6810,DRAIMSIPrefix,45606
Smart Axiata,6810,DRAIMSIPrefix,45602
KTC Kuwait (VIVA),6678,DRACustomerRealmName,epc.mnc004.mcc419.3gppnetwork.org
KTC Kuwait (VIVA),6678,DRAIMSIPrefix,41904
Azerfon,7103,DRACustomerRealmName,epc.mnc004.mcc400.3gppnetwork.org
Azerfon,7103,DRAIMSIPrefix,40004
Viettel Cambodia ,7270,DRACustomerRealmName,epc.mnc008.mcc456.3gppnetwork.org
Viettel Cambodia ,7270,DRAIMSIPrefix,45608
Best Belarus,7500,DRACustomerRealmName,epc.mnc004.mcc257.3gppnetwork.org
Best Belarus,7500,DRAIMSIPrefix,25704
Finnet (DNA) Finland,7125,DRACustomerRealmName,epc.mnc012.mcc244.3gppnetwork.org
Finnet (DNA) Finland,7125,DRAIMSIPrefix,24412
Orange Uganda,7475,DRACustomerRealmName,epc.mnc014.mcc641.3gppnetwork.org
Orange Uganda,7475,DRAIMSIPrefix,64114
Claro Guatemala,7345,DRACustomerRealmName,epc.mnc001.mcc704.3gppnetwork.org
Claro Guatemala,7345,DRAIMSIPrefix,70401
CNT EP,12554,DRACustomerRealmName,epc.mnc002.mcc740.3gppnetwork.org
CNT EP,12554,DRAIMSIPrefix,74002
iBasis Peer,6677,CustomerNodeRealm,ibasis.grx
China Unicom International,6861,DRACustomerRealmName,epc.mnc007.mcc454.3gppnetwork.org
China Unicom International,6861,DRAIMSIPrefix,45407
Chariton Valley Cellular,7438,DRACustomerRealmName,epc.mnc220.mcc312.3gppnetwork.org
Chariton Valley Cellular,7438,DRAIMSIPrefix,311010
Chariton Valley Cellular,7438,DRAIMSIPrefix,311020
Chariton Valley Cellular,7438,DRAIMSIPrefix,312220
Alaska Wireless Network,6913,DRACustomerRealmName,epc.mnc370.mcc311.3gppnetwork.org
Alaska Wireless Network,6913,DRACustomerRealmNameBeforeTranslation,acsalaska.net
Alaska Wireless Network,6913,DRAIMSIPrefix,311370
Alaska Wireless Network,6913,DRAIMSIPrefix,310050
Iowa Wireless,7079,DRACustomerRealmName,epc.mnc770.mcc310.3gppnetwork.org
Iowa Wireless,7079,DRAIMSIPrefix,310770
Pine Telephone,6901,DRACustomerRealmName,epc.mnc080.mcc311.3gppnetwork.org
Pine Telephone,6901,DRAIMSIPrefix,311080
Sagebrush Cellular/Nemont,6900,DRACustomerRealmName,epc.mnc480.mcc312.3gppnetwork.org
Sagebrush Cellular/Nemont,6900,DRAIMSIPrefix,312480
Conecto,7447,DRACustomerRealmName,epc.mnc460.mcc310.3gppnetwork.org
Conecto,7447,DRAIMSIPrefix,310460
West Central Cellular,7302,DRACustomerRealmName,epc.mnc180.mcc310.3gppnetwork.org
West Central Cellular,7302,DRACustomerRealmNameBeforeTranslation,4g.westcentral.com
West Central Cellular,7302,DRAIMSIPrefix,310180
Armentel,7313,DRACustomerRealmName,epc.mnc001.mcc283.3gppnetwork.org
Armentel,7313,DRAIMSIPrefix,28301
Telecom Seychelles,7425,DRACustomerRealmName,epc.mnc010.mcc633.3gppnetwork.org
Telecom Seychelles,7425,DRAIMSIPrefix,63310
Digicel Papua New Guinea,7326,DRACustomerRealmName,epc.mnc003.mcc537.3gppnetwork.org
Digicel Papua New Guinea,7326,DRAIMSIPrefix,53703
Atlantique Telecom,12528,DRACustomerRealmName,epc.mnc002.mcc612.3gppnetwork.org
Atlantique Telecom,12528,DRAIMSIPrefix,61202
NewCore Wireless,6902,DRACustomerRealmName,epc.mnc530.mcc311.3gppnetwork.org
NewCore Wireless,6902,DRACustomerRealmName,epc.mnc260.mcc312.3gppnetwork.org
NewCore Wireless,6902,DRAIMSIPrefix,311530
NewCore Wireless,6902,DRAIMSIPrefix,312260
Nepal Telecom,12608,DRACustomerRealmName,epc.mnc001.mcc429.3gppnetwork.org
Nepal Telecom,12608,DRAIMSIPrefix,42901
AeroMobile,12605,DRACustomerRealmName,epc.mnc014.mcc901.3gppnetwork.org
AeroMobile,12605,DRAIMSIPrefix,90114
Babilon-Mobile,6308,DRACustomerRealmName,epc.mnc004.mcc436.3gppnetwork.org
Babilon-Mobile,6308,DRAIMSIPrefix,43604
MTN Rwanda,12659,DRACustomerRealmName,epc.mnc010.mcc635.3gppnetwork.org
MTN Rwanda,12659,DRAIMSIPrefix,63510
Cable and Wireless Jamaica,7332,DRACustomerRealmName,epc.mnc180.mcc338.3gppnetwork.org
Cable and Wireless Jamaica,7332,DRAIMSIPrefix,338180
Cable and Wireless Cayman,7057,DRACustomerRealmName,epc.mnc140.mcc346.3gppnetwork.org
Cable and Wireless Cayman,7057,DRAIMSIPrefix,346140
Cable and Wireless Anguilla,7337,DRACustomerRealmName,epc.mnc840.mcc365.3gppnetwork.org
Cable and Wireless Anguilla,7337,DRAIMSIPrefix,365840
Cable and Wireless Antigua,7056,DRACustomerRealmName,epc.mnc920.mcc344.3gppnetwork.org
Cable and Wireless Antigua,7056,DRAIMSIPrefix,344920
Cable and Wireless Barbados,7452,DRACustomerRealmName,epc.mnc600.mcc342.3gppnetwork.org
Cable and Wireless Barbados,7452,DRAIMSIPrefix,342600
Cable and Wireless Dominica,12639,DRACustomerRealmName,epc.mnc110.mcc366.3gppnetwork.org
Cable and Wireless Dominica,12639,DRAIMSIPrefix,366110
Cable and Wireless St Kitts,12736,DRACustomerRealmName,epc.mnc110.mcc356.3gppnetwork.org
Cable and Wireless St Kitts,12736,DRAIMSIPrefix,356110
Cable and Wireless St Lucia,12737,DRACustomerRealmName,epc.mnc110.mcc358.3gppnetwork.org
Cable and Wireless St Lucia,12737,DRAIMSIPrefix,358110
Cable and Wireless Turks,7331,DRACustomerRealmName,epc.mnc350.mcc376.3gppnetwork.org
Cable and Wireless Turks,7331,DRAIMSIPrefix,376350
Cable and Wireless British Virgin,7453,DRACustomerRealmName,epc.mnc170.mcc348.3gppnetwork.org
Cable and Wireless British Virgin,7453,DRAIMSIPrefix,348170
Zain Sudan,12593,DRACustomerRealmName,epc.mnc001.mcc634.3gppnetwork.org
Zain Sudan,12593,DRAIMSIPrefix,63401
Millicom Tchad,7507,DRACustomerRealmName,epc.mnc003.mcc622.3gppnetwork.org
Millicom Tchad,7507,DRAIMSIPrefix,62203
Tigo Honduras,7430,DRACustomerRealmName,epc.mnc002.mcc708.3gppnetwork.org
Tigo Honduras,7430,DRAIMSIPrefix,70802
Orange Armenia,7437,DRACustomerRealmName,epc.mnc010.mcc283.3gppnetwork.org
Orange Armenia,7437,DRAIMSIPrefix,28310
TashiCell,7469,DRACustomerRealmName,epc.mnc077.mcc402.3gppnetwork.org
TashiCell,7469,DRAIMSIPrefix,40277
Telecel Bolivia,7269,DRACustomerRealmName,epc.mnc003.mcc736.3gppnetwork.org
Telecel Bolivia,7269,DRAIMSIPrefix,73603
Mascom Botswana,12754,DRACustomerRealmName,epc.mnc001.mcc652.3gppnetwork.org
Mascom Botswana,12754,DRAIMSIPrefix,65201
TikiPhone,12764,DRACustomerRealmName,epc.mnc020.mcc547.3gppnetwork.org
TikiPhone,12764,DRAIMSIPrefix,54720
Mobitel Georgia ,7067,DRACustomerRealmName,epc.mnc004.mcc282.3gppnetwork.org
Mobitel Georgia ,7067,DRAIMSIPrefix,28204
Telkom Kenya,12622,DRACustomerRealmName,epc.mnc007.mcc639.3gppnetwork.org
Telkom Kenya,12622,DRAIMSIPrefix,63907
NurTelecom Kyrgyzstan,6960,DRACustomerRealmName,epc.mnc009.mcc437.3gppnetwork.org
NurTelecom Kyrgyzstan,6960,DRAIMSIPrefix,43709
Vodacom Lesotho,7320,DRACustomerRealmName,epc.mnc001.mcc651.3gppnetwork.org
Vodacom Lesotho,7320,DRAIMSIPrefix,65101
Cell One Namibia,12745,DRACustomerRealmName,epc.mnc003.mcc649.3gppnetwork.org
Cell One Namibia,12745,DRAIMSIPrefix,64903
UTS Curacao,7041,DRACustomerRealmName,epc.mnc091.mcc362.3gppnetwork.org
UTS Curacao,7041,DRAIMSIPrefix,36291
Telcell St. Maarten,7360,DRACustomerRealmName,epc.mnc051.mcc362.3gppnetwork.org
Telcell St. Maarten,7360,DRAIMSIPrefix,36251
Network Norway,7116,DRACustomerRealmName,epc.mnc005.mcc242.3gppnetwork.org
Network Norway,7116,DRAIMSIPrefix,24205
Claro Panama,7385,DRACustomerRealmName,epc.mnc003.mcc714.3gppnetwork.org
Claro Panama,7385,DRAIMSIPrefix,71403
Tigo Tanzania,7454,DRACustomerRealmName,epc.mnc002.mcc640.3gppnetwork.org
Tigo Tanzania,7454,DRAIMSIPrefix,64002
iSmart Mobile,7023,DRACustomerRealmName,epc.mnc300.mcc310.3gppnetwork.org
iSmart Mobile,7023,DRAIMSIPrefix,310300
MTN Zambia,12751,DRACustomerRealmName,epc.mnc002.mcc645.3gppnetwork.org
MTN Zambia,12751,DRAIMSIPrefix,64502
Trilogy Dominicana,12531,DRACustomerRealmName,epc.mnc004.mcc370.3gppnetwork.org
Trilogy Dominicana,12531,DRAIMSIPrefix,37004
Digicel Fiji,6863,DRACustomerRealmName,epc.mnc002.mcc542.3gppnetwork.org
Digicel Fiji,6863,DRAIMSIPrefix,54202
Digital Bermuda,7334,CustomerNodeRealm,atni.com
Digital Bermuda,7334,DRACustomerRealmName,epc.mnc000.mcc350.3gppnetwork.org
Digital Bermuda,7334,DRAIMSIPrefix,35000
NUEVATEL Bolivia,7118,DRACustomerRealmName,epc.mnc001.mcc736.3gppnetwork.org
NUEVATEL Bolivia,7118,DRAIMSIPrefix,73601
TDCA (Roshan) Afghanistan,12743,DRACustomerRealmName,epc.mnc020.mcc412.3gppnetwork.org
TDCA (Roshan) Afghanistan,12743,DRAIMSIPrefix,41220
Econet Wireless,7449,DRACustomerRealmName,epc.mnc004.mcc648.3gppnetwork.org
Econet Wireless,7449,DRAIMSIPrefix,64804
B-Mobile Bhutan,12760,DRACustomerRealmName,epc.mnc011.mcc402.3gppnetwork.org
B-Mobile Bhutan,12760,DRAIMSIPrefix,40211
Vietnamobile Telecommunications Joint Stock Company,7464,DRACustomerRealmName,epc.mnc005.mcc452.3gppnetwork.org
Vietnamobile Telecommunications Joint Stock Company,7464,DRAIMSIPrefix,45205
BAKCELL Ltd,6948,DRACustomerRealmName,epc.mnc002.mcc400.3gppnetwork.org
BAKCELL Ltd,6948,DRAIMSIPrefix,40002
Digicel Panama,12557,DRACustomerRealmName,epc.mnc004.mcc714.3gppnetwork.org
Digicel Panama,12557,DRAIMSIPrefix,71404
AT&T (mobilephone) Lab,7404,DRACustomerRealmName,epc.mnc180.mcc311.3gppnetwork.org
Afghan Wireless Communication Company ,7471,DRACustomerRealmName,epc.mnc001.mcc412.3gppnetwork.org
Afghan Wireless Communication Company ,7471,DRAIMSIPrefix,41201
Etisalat Afghanistan,12579,DRACustomerRealmName,epc.mnc050.mcc412.3gppnetwork.org
Etisalat Afghanistan,12579,DRAIMSIPrefix,41250
UNITEL S.a.r.l.,12733,DRACustomerRealmName,epc.mnc002.mcc631.3gppnetwork.org
UNITEL S.a.r.l.,12733,DRAIMSIPrefix,63102
Orange Bissau,12753,DRACustomerRealmName,epc.mnc003.mcc632.3gppnetwork.org
Orange Bissau,12753,DRAIMSIPrefix,63203
Freedom Mobile,7341,DRACustomerRealmName,epc.mnc490.mcc302.3gppnetwork.org
Freedom Mobile,7341,DRAIMSIPrefix,302490
CVMovel SA,12742,DRACustomerRealmName,epc.mnc001.mcc625.3gppnetwork.org
CVMovel SA,12742,DRAIMSIPrefix,62501
T+ Telecomunicacoes,12761,DRACustomerRealmName,epc.mnc002.mcc625.3gppnetwork.org
T+ Telecomunicacoes,12761,DRAIMSIPrefix,62502
Societe Nationale des Telecommunications (Comores Telecom),12664,DRACustomerRealmName,epc.mnc001.mcc654.3gppnetwork.org
Societe Nationale des Telecommunications (Comores Telecom),12664,DRAIMSIPrefix,65401
Telecom Cook Islands,12521,DRACustomerRealmName,epc.mnc001.mcc548.3gppnetwork.org
Telecom Cook Islands,12521,DRAIMSIPrefix,54801
Africell (Gambia) Ltd,12507,DRACustomerRealmName,epc.mnc002.mcc607.3gppnetwork.org
Africell (Gambia) Ltd,12507,DRAIMSIPrefix,60702
MCI,7371,DRACustomerRealmName,epc.mnc011.mcc432.3gppnetwork.org
MCI,7371,DRAIMSIPrefix,43211
MIC 1,7423,DRACustomerRealmName,epc.mnc001.mcc415.3gppnetwork.org
MIC 1,7423,DRAIMSIPrefix,41501
Libyana Mobile Phone ,12744,DRACustomerRealmName,epc.mnc000.mcc606.3gppnetwork.org
Libyana Mobile Phone ,12744,DRAIMSIPrefix,60600
Myanmar Posts and Telecommunications,12490,DRACustomerRealmName,epc.mnc001.mcc414.3gppnetwork.org
Myanmar Posts and Telecommunications,12490,DRAIMSIPrefix,41401
Curacao Telecom N.V.,12556,DRACustomerRealmName,epc.mnc069.mcc362.3gppnetwork.org
Curacao Telecom N.V.,12556,DRAIMSIPrefix,36269
Telefonica Celular de Nicaragua S.A.,7281,DRACustomerRealmName,epc.mnc300.mcc710.3gppnetwork.org
Telefonica Celular de Nicaragua S.A.,7281,DRAIMSIPrefix,710300
Wataniya Palestine,12750,DRACustomerRealmName,epc.mnc006.mcc425.3gppnetwork.org
Wataniya Palestine,12750,DRAIMSIPrefix,42506
Telefonica Moviles Panama,7065,DRACustomerRealmName,epc.mnc020.mcc714.3gppnetwork.org
Telefonica Moviles Panama,7065,DRAIMSIPrefix,71420
Vodafone Qatar Q.S.C.,6761,DRACustomerRealmName,epc.mnc002.mcc427.3gppnetwork.org
Vodafone Qatar Q.S.C.,6761,DRACustomerRealmNameBeforeTranslation,vodafone.com.qa
Vodafone Qatar Q.S.C.,6761,DRAIMSIPrefix,42702
RCS & RDS ,12526,DRACustomerRealmName,epc.mnc005.mcc226.3gppnetwork.org
RCS & RDS ,12526,DRAIMSIPrefix,22605
TIGO RWANDA S.A,7456,DRACustomerRealmName,epc.mnc013.mcc635.3gppnetwork.org
TIGO RWANDA S.A,7456,DRAIMSIPrefix,63513
Africell Sierra Leone,12614,DRACustomerRealmName,epc.mnc005.mcc619.3gppnetwork.org
Africell Sierra Leone,12614,DRAIMSIPrefix,61905
Solomon Telekom Co Ltd,12763,DRACustomerRealmName,epc.mnc001.mcc540.3gppnetwork.org
Solomon Telekom Co Ltd,12763,DRAIMSIPrefix,54001
Tonga Communications Corporation,12642,DRACustomerRealmName,epc.mnc001.mcc539.3gppnetwork.org
Tonga Communications Corporation,12642,DRAIMSIPrefix,53901
Digicel (Tonga) Limited,12594,CustomerNodeRealm,epc.mnc002.mcc542.3gppnetwork.org
Digicel (Tonga) Limited,12594,DRAIMSIPrefix,53988
Digicel (Vanuatu) Ltd,6956,DRACustomerRealmName,epc.mnc002.mcc542.3gppnetwork.org
Digicel (Vanuatu) Ltd,6956,DRAIMSIPrefix,54105
Telecel Zimbabwe (PVT) Ltd,12738,DRACustomerRealmName,epc.mnc003.mcc648.3gppnetwork.org
Telecel Zimbabwe (PVT) Ltd,12738,DRAIMSIPrefix,64803
STC Bahrain,12658,DRACustomerRealmName,epc.mnc004.mcc426.3gppnetwork.org
STC Bahrain,12658,DRAIMSIPrefix,42604
Videotron,7054,CustomerNodeRealm,videotron.com
Videotron,7054,DRACustomerRealmName,epc.mnc500.mcc302.3gppnetwork.org
Videotron,7054,DRAIMSIPrefix,302500
T-Mobile Montenegro ,7038,DRACustomerRealmName,epc.mnc002.mcc297.3gppnetwork.org
T-Mobile Montenegro ,7038,DRAIMSIPrefix,29702
Indigo Wireless,7488,DRACustomerRealmName,epc.mnc030.mcc311.3gppnetwork.org
Indigo Wireless,7488,DRAIMSIPrefix,311030
Lycamobile UK,6534,DRACustomerRealmName,epc.mnc026.mcc234.3gppnetwork.org
Lycamobile UK,6534,DRAIMSIPrefix,23426
Bluegrass Cellular LLC,7055,DRACustomerRealmName,epc.mnc810.mcc311.3gppnetwork.org
Bluegrass Cellular LLC,7055,DRACustomerRealmNameBeforeTranslation,bgclte.com
Bluegrass Cellular LLC,7055,DRAIMSIPrefix,311810
Commnet Wireless,6955,CustomerNodeRealm,atni.com
Commnet Wireless,6955,DRACustomerRealmName,epc.mnc040.mcc311.3gppnetwork.org
Commnet Wireless,6955,DRAIMSIPrefix,311040
Digicel Anguilla,6626,DRACustomerRealmName,epc.mnc050.mcc338.3gppnetwork.org
Digicel Anguilla,6626,DRAIMSIPrefix,33850
Evatis (Djibouti Telekom),12728,DRACustomerRealmName,epc.mnc001.mcc638.3gppnetwork.org
Evatis (Djibouti Telekom),12728,DRAIMSIPrefix,63801
Ice Wireless GSM,12520,CustomerNodeRealm,epc.mnc620.mcc302.3gppnetwork.org
Ice Wireless GSM,12520,DRACustomerRealmName,epc.mnc620.mcc302.3gppnetwork.org
Ice Wireless GSM,12520,DRAIMSIPrefix,302620
Limitless Mobile USA,7052,DRACustomerRealmName,epc.mnc690.mcc310.3gppnetwork.org
Limitless Mobile USA,7052,DRAIMSIPrefix,310690
HOT Mobile,7132,DRACustomerRealmName,epc.mnc007.mcc425.3gppnetwork.org
HOT Mobile,7132,DRAIMSIPrefix,42507
